ak-āhebge
ku-bohana
im-bohe
ku-boheka
ku-bohera
i-bohero
ku-boherwa
ku-bohēsha
ku-bohēshwa
uru-boho
ku-bohōka
ku-bohōra
ku-bohwa
uku-boko
i-boma
ku-bōmba
im-bōmbāne
ku-bōmbeka
ku-bōmboka
ku-bomborana
ku-bomboranya
im-bombovu
ku-bona
uru-bona
iki-bonamaso
ku-bonana
im-bonankubone
iki-bondo
ku-bondōka
ku-boneka
ubu-boneke
ku-bonekera
ku-bonekēsha
ku-bonera
ku-bonerana
im-bonero
ku-bonesha
aka-bōnge
iki-bonobono
ku-bonwa
ku-bora
ku-borera
ku-borēra
i-borēro
ku-borērwa
im-borērwa
ku-borēza
ku-borōga
ku-borōgera
ama-borōgo
aka-borōgo
uru-bōyi
ku-boza
ku-bozwa
umu-bu
uru-bu
uru-bu
umu-buba
uru-bubi
ku-būbika
im-buga
iki-buga
ku-bugiriza
im-bugita
im-bugu
iki-bugu
ku-bugura
iki-buguro
ku-buguza
buhoro
-buja
ku-bukabuka
bulamatāri
ku-būmba
i-būmba
ku-būmbabūmba
ku-būmbga
ku-būmbira
ku-būmbīsha
ku-būmbūra
umu-būmvyi
iki-būnda
ku-būndabūnda
ku-bundikīra
iki-bundugura
i-bundūki
ku-būnga
ku-būngabūnga
ku-būngira
ku-būngirana
ku-būngwa
buno
ku-bura
ku-būra
uru-bura
im-burabgenge
im-burakimazi
ku-būrana
i-būrana
ku-būranira
ku-buranirwa
ku-būranīsha
im-būrano
ku-būramya
aka-burarugero
i-burasirazūba
i-burēngerazūba
i-buri
ku-būrira
buroca
im-burūngu
ku-burungushura
i-bushi
im-buto
imi-buto
i-butura
i-buye
aka-buyēnge
ku-buza
ku-buzwa
gu-ca
gu-ca
in-cābiti
gu-caca
ama-cāca
gu-cacūra
gu-cagagura
gu-cagatira
gu-cāguka
gu-cakīra
ama-cakubiri
umu-camānza
umu-camatēka
gu-cambagirana
ama-cāmbga
umu-cāmo
gu-cāna
cane
umu-cāngero
gu-cānira
igi-caniro
gu-cānīrwa
umu-cānka
cānke
umu-cāno
gu-cānwa
umu-cānwa
igi-capu
gu-capura
igi-ce
umu-ce
gu-cēkūka
imi-cekwa
i-cēnda
aga-cerere
gu-cerērwa
gu-cereza
umu-ceri
i-ci
gu-cībga
gu-cibgamwo
gu-cīka
gu-cīkāna
gu-cikira
gu-cīkira
umu-cīkire
gu-cīkiza
gu-cimbataza
gu-cīra
gu-ciririka
igi-cīro
umu-co
umu-co
imi-co
i-co
gu-cobogora
gu-cobogoza
gu-cokera
gu-cokeza
gu-cōkōra
umu-cōkōranyi
in-conco
in-coreke
igi-cu
gu-cūcagira
gu-cūcagiza
gu-cucuma
gu-cudika
igi-cugu
gu-cūka
i-cukiro
umu-cūko
aga-cūku
gu-cūmba
gu-cumbagira
gu-cūmbira
gu-cūmbīsha
gu-cūmbga
i-cumi
gu-cumita
gu-cumitana
gu-cumitira
gu-cumitīsha
gu-cumitwa
i-cumu
gu-cumukura
ubu-cumukure
gu-cumura
igi-cumuro
gu-cuna
gu-cuna
gu-cunaguza
gu-cunaguriza
gu-cuncubura
in-cūngu
gu-cūngura
gu-cungūra
gu-cūngurira
gu-cūngurwa
gu-cūnguza
umu-cūnguzi
umu-cūngwe
i-cupa
gu-cura
gu-cūra
gu-cūra
gu-curagiza
gu-curama
gu-curamika
gu-curarānga
umu-curarānzi
igi-curi
gu-curika
gu-curikanya
gu-curikiranya
gu-cūrira
gu-curira
gu-curīra
gu-curīsha
gu-curūra
gu-cururīsha
gu-curuza
umu-curuzi
gu-curwa
in-cuti
gu-cūtsa
gu-cūza
umu-cuzi
in-da
in-dabe
ku-dadarara
uru-dadi
ku-dadika
ku-dadira
ku-dadura
ku-daga
ku-dāga
in-dagano
in-dagala
umu-dagi
iki-dagi
in-dagu
umu-dagu
ku-dāguza
ku-daha
in-daha
ku-dahira
in-dahiro
ku-dahīsha
ku-dahwa
umu-dali
i-dāmba
iki-dāmbidāmbi
in-damukanyo
ku-dandahirwa
ku-dāndaza
umu-dāndazi
ku-dandikanya
i-dāri
in-dāro
ubu-dasība
dāta
dātabuja
in-dāva
in-dāvyi
dāwe
ku-dayadaya
ku-dayāngwa
ku-debagura
i-debe
in-debuye
dede
ubu-dede
ku-dedēmba
ku-dedēmvya
uru-dedemvya
in-dēge
iki-degedege
ku-dēgedwa
ku-degemwa
ku-deha
ku-dehūra
in-demano
ku-demwademwa
ku-dēnda
umu-dende
uru-dēnde
ku-dendebukirwa
ku-dendekanya
ku-dendekeranya
ku-dendereza
aka-denderezo
uru-dēndevu
ku-dēndūka
iki-dēngēri
i-deni
derere
in-deretsi
i-dēri
in-dero
in-deruzo
ku-dibama
ku-dibuka
ku-didagizwa
ku-dīgadīga
iki-digi
ubu-dīgidīgi
ku-digiriza
in-dimanya
in-dimiro
in-dimisho
in-dimu
in-dimwe
i-dīni
ku-diridimba
ku-dirigiza
in-dirīmbo
i-dirisha
in-dobeke
ku-dōbēra
ku-dobera
ku-dobeza
in-dobo
ku-doda
iki-dodi
ku-dodomwa
in-dogoba
ku-doha
ku-dohesha
ku-dohōka
ku-doma
ku-domagiza
ku-domagura
ku-domagurwa
ku-dōmbagiza
in-dome
ku-domeka
iki-domēsho
ku-dōnda
in-dondahwaniro
ku-dondōra
ku-dondōza
in-dongōramvugo
in-dōngōzi
i-donzi
in-dorerezi
in-dōto
uru-dubi
i-dubu
ku-dudubiza
ku-dūga
umu-duga
umu-dūgo
ku-dugudwa
in-dugūmba
ku-duma
ku-dūmba
ku-dūndēga
ku-dunduhirwa
ku-dundumirwa
ku-dundūra
in-dūru
in-durwe
in-dushi
i-dūshi
in-dwāno
in-dwāra
in-dya
in-dyārya
ak-ēbo
kw-egamika
kw-egamira
ic-ēgamo
kw-egeka
kw-ēgera
kw-egerana
kw-egeranya
kw-egeraniriza
kw-egereza
ēgo
urw-ēgo
kw-eguka
kw-egukira
kw-egura
ehe
ak-ēhe
ejo
eka! ekāye!
elayo
kw-ēma
ic-ēma
kw-emanga
kw-emarara
umw-ēmbe
urw-embe
kw-emera
kw-emeza
ende
kw-ēnda
kw-enda
umw-ēnda
kw-ēndwa
mw-ene
mw-ene data
mw-eme dāta wācu
mw-eme wācu
kw-enena
ak-ēnese
umw-engano
umw-ēnge
in-enge
ak-ēnge
ubg-ēnge
kw-engēnga
ennye
kw-enyegeza
iny-ēnzi
kw-ēnzūra
kw-ēra
kw-eraguza
ume-erānda
erega!
kw-ereka
kw-erekana
iy-erekanwa
kw-erekera
kw-erekeza
kw-erekwa
kw-erēra
umw-erēra
iny-eri
umw-ero
umw-ēru
kw-erura
ubg-eruzi
eshanu
esheshatu
umw-ēte
ic-ēte
evyiri
kw-ēyēra
kw-ēyērera
kw-ēyēreza
kw-ēyērwa
ic-ēyi
kw-ēza
umw-eza
am-eza
ukw-ēzi
umu-fafara (-e)
ubu-fafara (-e)
i-farāshi
gu-fasha
gu-fashana
gu-fashīsha
gu-fashiriza
gu-fashwa
gu-fata
gu-fata mpiri
gu-fatana
i-fatanirizo
gu-fatanya
igi-fatanzoka
uru-fatiro
i-fēza
i-fi
uru-fi
aga-findofindo
i-fīra
-fise
-fitiye
im-fizi
gu-fobeka
gu-fobōra
gu-fobōrera
gu-fobōrwa
gu-fōra
gu-fōrwa
i-frānga
i-fu
gu-fuba
gu-fudika
gu-fufahaza
gu-fūha
gu-fūha
i-fuhe
gu-fuhagira
gu-fuhira
igi-fuka
i-fuku
gu-fukura
gu-fūmba
gu-fumbata
umu-fumbēre
i-funderi
umu-fūndi
i-fundi
umu-funegi
gu-funereza
gu-funga
gu-fungūra
gu-fungura
gu-fungurira
gu-funguza
i-funi
im-funya
uru-fūnzo
im-fura
gu-furama
gu-furāngana
umu-furegi
gu-fūrēka
i-furo
i-furo
gu-furuguta
im-furuka
gu-furungana
gu-furūra
gu-futa
gu-fūtāna
gu-fūtānuka
gu-futānya
i-futi
gu-futīsha
im-fūvyi
igi-fwera
gu-fyāta
gu-fyātura
gu-fyefyeta
gu-fyidikīra
i-fyigo
gu-fyikinyura
gu-fyina
gu-fyinata
umu-fyīra
umu-fyīri
im-fyisi
gu-fyīta
gu-fyonyoka
gu-fyonyora
gu-fyura
gu-fyura
umu-fyure
ga
umu-ga
ku-gaba
ku-gāba
iki-gāba
ku-gābagāba
ku-gābagābira
ku-gabana
umu-gabane
ku-gabāngānya
in-gabano
ku-gabanuka
ku-gabanya
ku-gabanywa
ubu-gabe
umu-gabekazi
ka-gabga
ku-gabga
ku-gabira
in-gabire
ku-gabiriza
ku-gabirwa
umu-gabīsha
ku-gabitanya
iki-gabitānyo
umu-gabo
imi-gabo
in-gabo
aka-gabo
ru-gabo
ubu-gabo
ku-gabura
in-gabura
ku-gaburira
ku-gaburirwa
in-gaburo
ku-gaburura
in-gaburwa
umu-gabuzi
ku-gaduka
in-gafe
umu-gāga
iki-gaga
iki-gāga
iki-gagara
in-gāge
ku-gāguka
aka-gājo
in-gāma
ku-gamba
in-gāmba
umu-gāmba
uru-gāmba
ku-gāmbāna
ku-gambanira
ku-gambarara
iki-gambati
ku-gamburuka
ku-gamburukira
in-gamiya
ku-gana
ku-gana
umu-gānda
iki-gānda
uru-gānda
ku-gandūka
ku-gandūkira
ku-gandūra
ama-gānga
ku-gānga
umu-gānga
ku-gangabuka
ku-gangara
ku-gangāra
ku-gangarara
umu-gani
ku-gānīra
ku-gānīrira
ku-gānīriza
iki-gānīro
in-gānji
umu-gano
in-gano
ku-ganūka
i-ganūke
ku-ganūtsa
umu-ganwa
ku-ganya
ama-ganya
ku-ganyira
ku-ganyīsha
ku-gānza
iki-gānza
ku-gāzwa
umu-gāra
iki-gāra
ama-gara
ku-garagara
uru-garagara
i-garagara
ku-garagara
ku-garagura
ku-garagurika
ku-garagurwa
ubu-garagwa
ku-garama
ku-garamanga
ku-garamāngira
ku-garanya
ku-garānzura
ku-garānzurira
ku-garanzurwa
ku-garānzuza
ubu-garariji
umu-garariji
ku-gararisha
ku-garariza
umu-gararizo
in-gāre
i-gāre
-gari
i-gari ya mōshi
ubu-gari
ku-garuka
n'aka-garuka
ku-garukana
ku-garukira
ku-garura
ku-garurwa
ku-gasāra
ku-gāsha
ku-gāshīsha
umu-gāso
in-gata
uru-gata
ku-gawa
ku-gaya
ku-gāyagāya
ku-gayana
ku-gayika
ku-gayīsha
umu-gayo
ku-gaywa
ku-gāzagāza
iki-gazi
in-gazi
umu-gazo
umu-gega
iki-gega
ku-gegena
iki-gegene
ku-gegenwa
ku-gemānya
in-gemu
ku-gemura
ku-gemurira
in-gemwe
ku-gena
ku-gēnda
iki-gendabunyovu
ku-gēndagēnda
ku-gēndagēndera
ku-gendana
ku-gendanira
umu-gēndanyi
umu-gēnde
ku-gendera
ku-gēndēsha
ku-gendeza
uru-gēndo
in-gene
ku-genekereza
ku-genera
ku-generwa
ku-gengarara
in-gengeri
umu-geni
ku-genya
i-genya
ku-genyēra
umu-genyi
ku-gēnza
ku-genzanya
umu-gēnzi
in-gēnzi
umu-gēnzo
ku-genzūra
ku-gera
ku-gera
umu-gera
i-gera
ku-gerageza
umu-geragezi
ku-geragezwa
i-geragezwa
ku-gerana
umu-gere
in-geregere
ku-gereka
in-gereka
ku-gerekera
ku-gerekerana
ku-gerekeranya
ku-gerekwa
ku-gerera
ku-gerēra
ku-gereraniriza
ku-gereranya
iki-gereranyo
ku-gerereza
uru-gerēro
iki-geretseko
in-gero
ku-geruka
ku-gerūra
ku-gerūrira
ku-gerūza
ku-gesa
i-gesa
in-gese
ku-gesera
umu-gesera
ubu-gesera
ku-gesesha
ku-geseza
in-geso
ku-geswa
ku-geza
ku-geza aho
umu-gezi
umu-gezi
i-gezi
uru-gezo
ku-gezwa
iri-gi
imi-gi
urū-gi
umu-giga
iki-giga
ku-gigimiza
umu-gigimo
umu-gimbi
ku-gimīra
umu-gina
in-ginagina
in-gīngo
uru-gīngo
ubu-gīngo
ku-gira
ku-gīra
ku-gira ngo
iki-gira cumi
ibi-girānkana
ku-gīrīra
ku-girira
aka-gīrīre
ku-girīsha
ku-girwa
iki-girwamāna
ku-gisha
ku-gīsha
umu-gisha
ku-gishūra
umu-gisye
Gitugutu
iki-go
uru-go
ku-goba
in-gōbāne
iki-gobe
ku-gōbēra
ku-gōbērwa
ku-gōberwa
ku-gobga
ku-gobōdoka
ku-goborora
ku-gobōtora
ku-gobōtorwa
ku-gobōtoza
ku-godoka
in-goga
ku-gōgōra
in-gohe
iki-gohe
iki-gohegohe
ku-goherwa
in-gōho
ku-gōka
ku-goma
umu-goma
in-goma
ku-gōmba
aka-gomba
ku-gombeka
uru-gombeko
iki-gōmbo
ku-gombōra
uru-gombōzo
umu-gome
ubu-gome
ku-gomera
uru-gomero
ku-gomesha
ku-gomora
ku-gomorera
ku-gomorora
ku-gomoza
ku-gomwa
ku-gōna
in-gōna
ku-gōnda
ku-gōndama
ku-gōndamika
ku-gōndera
umu-gōndōra
ku-gonga
umu-gōngo
iki-gōngogōngo
iki-gongwe
aka-gōngwe
i-gono
iki-gonzi
umu-gōnzo
ku-gōra
ku-gora
ku-gorama
ku-goramika
ku-gōrana
umu-gore
ku-goreka
umu-goreko
iki-gōri
uru-gori
in-goro
ku-gorōba
umu-gorōba
aka-gorōba
ku-gorōra
ku-gorōra impuzu
in-gororano
in-gorore
ku-gororoka
ku-gororokera
umu-gororotsi
ku-gorōza
iki-gorozo
ku-gōrwa
umu-gōrwa
ama-gōrwa
iki-goryi
ku-gosōra
iki-goti
in-govyi
ku-goyagoya
in-goyi
iki-goyi
umu-goyigoyi
umu-gozi
ku-guba
ku-gubga
i-gufa
-gufi
umu-gufu
i-gufuri
i-gugu
aka-gugu
uru-guha
ku-guguna
ku-guguza
ku-guma
umu-guma
aka-gūma
aka-gūma
uru-guma
in-gūmba
iki-gūmbagūmba
ku-gūmbaha
ku-gūmbīra
ku-gumiriza
umu-gumo
ku-gūmūka
imi-gūmūko
ku-gumya
ku-gūnda
ku-gūndana
in-gūndu
ku-gundwa
ku-gūnga
ku-gungarara
ubu-gūnge
umu-gūnguma
in-gūnguru
i-gunira
in-gūnza
ku-gura
ku-gurāna
umu-gurano
ubu-gurano
umu-guranyi
ku-gurika
aka-guriro
ku-gurīsha
in-guru
uku-guru
in-gurube
ku-gurugūmba
ku-guruka
umu-guruka
iki-guruka
ku-gurukīsha
in-gurukizi
ku-gurwa
gusa
umu-gutu
ku-guza
umu-guzi
iki-guzi
ku-gwa
in-gwa
ku-gwagura
umu-gwanēza
ubu-gwanēza
i-gwasakusaku
iki-gwati
in-gwāti
ku-gwatiriza
ku-gwatūra
in-gwe
iki-gwīnyīra
ku-gwīra
ku-gwisha
ku-gwīza
ku-gwīzwa
gu-ha
gu-hāmbīriza
gu-hāmbīrwa
gu-hāmburuka
gu-hamburura
gu-hāmbururwa
gu-hamiriza
gu-hamiririza
umu-hamirizo
igi-hamo
aga-hamo
gu-hāmvya
umu-hāmvyi
gu-hamya
gu-hana
gu-hāna
umu-hana
gu-hanagura
gu-hanagurira
gu-hanagurwa
gu-hanaguza
gu-hānahāna
gu-hanahana
gu-hanama
aga-hanamo
gu-hānayāmbo
gu-hānda
uru-hānde
gu-handīsha
gu-hāndūra
gu-hāndūza
gu-hāndwa
ama-hāne
gu-hānga
umu-hānga
uru-hānga
i-hānga
gu-hāngama
gu-hangana
gu-hanganya
gu-hangāra
gu-hāngāza
gu-hāngāza
hange
umu-hānge
umu-hāngo
gu-hāngūra
gu-hanira
gu-hanirwa
gu-hanisha
gu-hānjagira
gu-hānjura
umu-hānjuzi
hano
igi-hano
gu-hanūra
gu-hanurira
gu-hanurwa
gu-hanuza
umu-hanuzi
gu-hanwa
umu-hānyu
gu-hānyuka
gu-hānyura
gu-hānyurwa
hānze
ubu-hanzi
gu-hara
ibi-hara
uru-harabuga
igi-harage
gu-haragura
gu-harana
gu-harara
aga-hararo
udu-harawe
igi-hāri
gu-harira
gu-hārīra
i-hariri
gu-hāririza
gu-harirwa
gu-harisha
harīya
igi-haro
haruguru
gu-harura
gu-harūra
gu-harurana
gu-harurira
umu-haruro
igi-harūro
gu-haruruka
gu-harurwa
gu-harūrwa
harya
i-hasa
gu-hasha
gu-hasha
hāsi
gu-hata
gu-hāta
have
aga-hawa
gu-haya
igi-haya
gu-hayagiza
gu-hayira
gu-hāza
gu-haza
gu-haza
gu-hāzāna
umu-hazi
gu-hāzwa
-he?
igi-he
gu-heba
gu-hebana
gu-hebera
gu-hebēsha
gu-hebēshwa
gu-hebga
gu-hebura
gu-hebūza
gu-hebūza
aga-hebūza
igi-hefu
gu-heha
hēhe? he?
aga-hehēra
ubu-hēhēsi
hejuru
gu-hēka
gu-hekenya
gu-hekenywa
gu-hēkēsha
igi-hēko
gu-hēkura
gu-hēkwa
gu-hema
gu-hēma
i-hēma
gu-hemana
gu-hēmba
i-hēmbe
gu-hēmbera
gu-hēmbga
igi-hēmbo
gu-hembūka
gu-hembūra
gu-hembūrwa
gu-hemēsha
gu-hemuka
gu-hēmūka
gu-hemukira
gu-hēnda
igi-hendabaja
gu-hēndahēnda
gu-hēndana
gu-hēndēsha
ibi-hēndo
gu-hēndwa
gu-henebēra
igi-henēhene
ama-henehene
gu-hēnga
gu-hengama
gu-hēngeka
aga-hēngekezo
gu-hēngēra
gu-hengēshanya
gu-henuka
gu-henura
gu-henurwa
hēpfo
igi-hepfo
gu-hera
gu-hēra
gu-hera
i-hera
gu-heraheza
gu-herana
gu-heranira
igi-here
ama-here
gu-herekeza
gu-herekezwa
gu-herengetera
gu-herengeteza
gu-herēra
gu-hererana
gu-herereza
gu-herereza
umu-hererezi
uru-hererezi
gu-hēreza
umu-hērezi
ubu-herezi
i-herezo
gu-hērezwa
umu-hero
gu-herūka
ubu-herūka
gu-hērwa
gu-hēsha
gu-heta
aga-heta
gu-hetama
ibi-hetangabo
gu-hetera inkoni
gu-heterwa
gu-hetēsha
umu-heto
gu-hetūra
gu-hetwa
gu-heza
gu-hēzagira
gu-hēzagirira
umu-hēzagiro
gu-hēzagirwa
gu-hēzagiza
gu-hibongoza
gu-higa
gu-hīga
umu-hīgi
uru-hīgi
gu-higima
gu-higimānga
gu-hīgira
gu-higira
gu-hīgīsha
gu-higīsha
imi-higo
gu-hīgūka
gu-hīgwa
gu-hihima
gu-hīmba
igi-hīmba
gu-himbagura
gu-hīmbāra
igi-hīmbāro
gu-hīmbārwa
gu-hīmbāza
gu-hīmbāzwa
uru-hīmbi
gu-hīmbira
umu-himbiri
gu-hīmbura
gu-hīmburwa
gu-hīnda
igi-hīnda
aga-hīnda
gu-hindaganywa
gu-hindagura
gu-hindagurika
gu-hindānura
gu-hindikirana
gu-hindira
umu-hīndo
gu-hinduka
gu-hindukira
gu-hindukuriza
gu-hindukiza
gu-hindura
gu-hindurwa
gu-hīnga
umu-hīnga
aga-hīnga
ubu-hīnga
umu-hīngamo
gu-hīngāna
hīnge!
gu-hīngītana
gu-hīngūra
gu-hīngūra
gu-hīngūra
gu-hīngwa
umu-hini
uru-hīnja
hīno
gu-hinyagara
gu-hinyiza
gu-hinyuka
gu-hinyura
gu-hinyura
gu-hinyurana
gu-hinyurwa
gu-hinyuza
aga-hinyuza
gu-hinyuzwa
gu-hīra
i mu-hira
aga-hiri
ubu-hiri
gu-hirika
gu-hirīmba
umu-hiro
gu-hīrwa
umu-hīrwe
ubu-hīrwe
hīrya
hīrya y'ējo
gu-hisha
gu-hīsha
umu-hīsha
gu-hishanya
gu-hishūka
gu-hishūra
gu-hishwa
gu-hīshwa
gu-hita
gu-hitamwo
gu-hitana
gu-hitanira
gu-hitaniza
gu-hitikirana
gu-hitira
igi-hitira
gu-hitiza
gu-hitwa
imi-hivu
hīyo
uru-hīza
aga-hīza
umu-hizi
ubu-hizi
gu-hodoka
ama-hodoka
gu-hofōra
hogi
umu-hogo
ibi-hogo
uru-hōgo
igi-hogohogo
gu-hogōmboka
gu-hogora
gu-homa
ubu-homa
gu-hōmba
igi-hōmba
igi-hōmbe
ubu-hōmbe
gu-hōmbōka
gu-hombōza
gu-homeka
aga-homerabunwa
gu-homvoka
gu-homvora
gu-hōmvya
gu-hona
i-honda
umu-hōndo
ama-honero
gu-hōnga
gu-hōngera
igi-hongo
igi-hōngo
gu-hongoka
gu-hongora
uru-hongore
gu-hongoroka
gu-hongorora
gu-honnya
gu-honōka
gu-honoka
gu-honōra
gu-honyagura
gu-honyānga
gu-honyora
gu-honyorwa
gu-hora
gu-hōra
umu-hōra
gu-horahabona
gu-horaho
U-horaho
gu-horana
aga-hore
gu-horereza
gu-horēsha
igi-hōri
uru-horihori
-horo
umu-horo
ama-horo
gu-horōra
igi-hororo
gu-horōrwa
uru-horwe
hōse
gu-hotora
umu-hotora
gu-hotoranya
gu-hotorera
gu-hotorora
gu-hotorwa
gu-hōyahōya
gu-hoza
umu-hōzi
gu-hozwa
uru-hu
gu-huba
i-huba
igi-hubahuba
gu-hubana
gu-hubīsha
gu-hubūka
gu-hubūra
gu-hubura
igi-hugu
aga-hugūgu
gu-hugūmba
gu-hūha
gu-hūhira
gu-hūhīsha
igi-hūhūsi
gu-hūhūta
igi-hūhūta
gu-hūhwa
ubu-huku
gu-huma
igi-huma
gu-humaguza
gu-humāna
ubu-humāne
gu-hamānuka
